"Sm_Messstelle","Sm_DatumZeit","Sm_schnee"
653,2012-12-29,202
653,2012-12-30,194
653,2012-12-31,202
653,2013-01-01,199
653,2013-01-02,211
653,2013-01-03,214
653,2013-01-04,231
653,2013-01-05,236
653,2013-01-06,252
653,2013-01-07,262
653,2013-01-08,263
653,2013-01-09,276
653,2013-01-10,283
653,2013-01-11,299
653,2013-01-12,310
653,2013-01-13,322
653,2013-01-14,329
653,2013-01-15,333
653,2013-01-16,348
653,2013-01-17,360
653,2013-01-18,370
653,2013-01-19,380
653,2013-01-20,387
653,2013-01-21,397
653,2013-01-22,396
653,2013-01-23,400
653,2013-01-24,394
653,2013-01-25,393
653,2013-01-26,393
653,2013-01-27,396
653,2013-01-28,401
653,2013-01-29,394
653,2013-01-30,399
653,2013-01-31,393
653,2013-02-01,384
653,2013-02-02,369
653,2013-02-03,354
653,2013-02-04,343
653,2013-02-05,328
653,2013-02-06,321
653,2013-02-07,307
653,2013-02-08,291
653,2013-02-09,276
653,2013-02-10,271
653,2013-02-11,258
653,2013-02-12,243
653,2013-02-13,229
653,2013-02-14,219
653,2013-02-15,200
653,2013-02-16,187
653,2013-02-17,205
653,2013-02-18,222
653,2013-02-19,247
653,2013-02-20,258
653,2013-02-21,281
653,2013-02-22,295
653,2013-02-23,288
653,2013-02-24,290
653,2013-02-25,293
653,2013-02-26,286
653,2013-02-27,286
653,2013-02-28,290
653,2013-03-01,288
653,2013-03-02,269
653,2013-03-03,261
653,2013-03-04,244
653,2013-03-05,241
653,2013-03-06,225
653,2013-03-07,216
653,2013-03-08,209
653,2013-03-09,196
653,2013-03-10,192
653,2013-03-11,176
653,2013-03-12,166
653,2013-03-13,168
653,2013-03-14,161
653,2013-03-15,158
653,2013-03-16,156
653,2013-03-17,152
653,2013-03-18,139
653,2013-03-19,137
653,2013-03-20,133
653,2013-03-21,129
653,2013-03-22,140
653,2013-03-23,152
653,2013-03-24,171
653,2013-03-25,179
653,2013-03-26,193
653,2013-03-27,206
653,2013-03-28,213
653,2013-03-29,224
653,2013-03-30,237
653,2013-03-31,247
653,2013-04-01,261
653,2013-04-02,275
653,2013-04-03,257
653,2013-04-04,245
653,2013-04-05,227
653,2013-04-06,214
653,2013-04-07,191
653,2013-04-08,177
653,2013-04-09,160
653,2013-04-10,149
653,2013-04-11,131
653,2013-04-12,115
653,2013-04-13,98
653,2013-04-14,82
653,2013-04-15,75
653,2013-04-16,77
653,2013-04-17,73
653,2013-04-18,73
653,2013-04-19,77
653,2013-04-20,74
653,2013-04-21,82
654,2012-12-01,61
654,2012-12-02,54
654,2012-12-03,59
654,2012-12-04,56
654,2012-12-05,71
654,2012-12-06,69
654,2012-12-07,72
654,2012-12-08,68
654,2012-12-09,62
654,2012-12-10,65
654,2012-12-11,81
654,2012-12-12,75
654,2012-12-13,77
654,2012-12-14,79
654,2012-12-15,86
654,2012-12-16,85
654,2012-12-17,89
654,2012-12-18,85
654,2012-12-19,90
654,2012-12-20,87
654,2012-12-21,83
654,2012-12-22,104
654,2012-12-23,103
654,2012-12-24,122
654,2012-12-25,136
654,2012-12-26,141
654,2012-12-27,168
654,2012-12-28,167
654,2012-12-29,170
654,2012-12-30,169
654,2012-12-31,162
654,2013-01-01,168
654,2013-01-02,180
654,2013-01-03,188
654,2013-01-04,191
654,2013-01-05,205
654,2013-01-06,219
654,2013-01-07,230
654,2013-01-08,232
654,2013-01-09,248
654,2013-01-10,251
654,2013-01-11,267
654,2013-01-12,279
654,2013-01-13,290
654,2013-01-14,300
654,2013-01-15,309
654,2013-01-16,314
654,2013-01-17,326
654,2013-01-18,331
654,2013-01-19,351
654,2013-01-20,356
654,2013-01-21,361
654,2013-01-22,367
654,2013-01-23,362
654,2013-01-24,370
654,2013-01-25,368
654,2013-01-26,367
654,2013-01-27,367
654,2013-01-28,365
654,2013-01-29,365
654,2013-01-30,366
654,2013-01-31,362
654,2013-02-01,352
654,2013-02-02,341
654,2013-02-03,328
654,2013-02-04,310
654,2013-02-05,297
654,2013-02-06,290
654,2013-02-07,274
654,2013-02-08,263
654,2013-02-09,250
654,2013-02-10,239
654,2013-02-11,225
654,2013-02-12,210
654,2013-02-13,194
654,2013-02-14,180
654,2013-02-15,169
654,2013-02-16,157
654,2013-02-17,179
654,2013-02-18,194
654,2013-02-19,212
654,2013-02-20,233
654,2013-02-21,246
654,2013-02-22,267
654,2013-02-23,256
654,2013-02-24,254
654,2013-02-25,257
654,2013-02-26,257
654,2013-02-27,260
654,2013-02-28,254
654,2013-03-01,255
654,2013-03-02,231
654,2013-03-03,230
654,2013-03-04,215
654,2013-03-05,204
654,2013-03-06,199
654,2013-03-07,188
654,2013-03-08,178
654,2013-03-09,167
654,2013-03-10,160
654,2013-03-11,142
654,2013-03-12,135
654,2013-03-13,134
654,2013-03-14,127
654,2013-03-15,121
654,2013-03-16,117
654,2013-03-17,117
654,2013-03-18,112
654,2013-03-19,108
654,2013-03-20,108
654,2013-03-21,95
654,2013-03-22,111
654,2013-03-23,124
654,2013-03-24,132
654,2013-03-25,143
654,2013-03-26,165
654,2013-03-27,169
654,2013-03-28,187
654,2013-03-29,193
654,2013-03-30,210
654,2013-03-31,218
654,2013-04-01,228
654,2013-04-02,248
654,2013-04-03,224
654,2013-04-04,209
654,2013-04-05,195
654,2013-04-06,177
654,2013-04-07,164
654,2013-04-08,149
654,2013-04-09,127
654,2013-04-10,115
654,2013-04-11,100
654,2013-04-12,86
654,2013-04-13,67
654,2013-04-14,54
654,2013-04-15,47
654,2013-04-16,42
654,2013-04-17,42
654,2013-04-18,49
654,2013-04-19,47
654,2013-04-20,46
654,2013-04-21,43
655,2012-12-01,0
655,2012-12-02,0
655,2012-12-03,0
655,2012-12-04,0
655,2012-12-05,6
655,2012-12-06,9
655,2012-12-07,6
655,2012-12-08,0
655,2012-12-09,0
655,2012-12-10,1
655,2012-12-11,14
655,2012-12-12,23
655,2012-12-13,17
655,2012-12-14,21
655,2012-12-15,25
655,2012-12-16,23
655,2012-12-17,26
655,2012-12-18,31
655,2012-12-19,32
655,2012-12-20,27
655,2012-12-21,25
655,2012-12-22,40
655,2012-12-23,44
655,2012-12-24,62
655,2012-12-25,77
655,2012-12-26,86
655,2012-12-27,109
655,2012-12-28,105
655,2012-12-29,107
655,2012-12-30,104
655,2012-12-31,105
655,2013-01-01,101
655,2013-01-02,111
655,2013-01-03,126
655,2013-01-04,137
655,2013-01-05,147
655,2013-01-06,151
655,2013-01-07,164
655,2013-01-08,178
655,2013-01-09,189
655,2013-01-10,196
655,2013-01-11,206
655,2013-01-12,215
655,2013-01-13,230
655,2013-01-14,233
655,2013-01-15,243
655,2013-01-16,253
655,2013-01-17,264
655,2013-01-18,280
655,2013-01-19,289
655,2013-01-20,293
655,2013-01-21,303
655,2013-01-22,309
655,2013-01-23,301
655,2013-01-24,310
655,2013-01-25,305
655,2013-01-26,305
655,2013-01-27,306
655,2013-01-28,301
655,2013-01-29,309
655,2013-01-30,309
655,2013-01-31,301
655,2013-02-01,290
655,2013-02-02,279
655,2013-02-03,266
655,2013-02-04,250
655,2013-02-05,242
655,2013-02-06,230
655,2013-02-07,220
655,2013-02-08,203
655,2013-02-09,187
655,2013-02-10,180
655,2013-02-11,165
655,2013-02-12,148
655,2013-02-13,132
655,2013-02-14,126
655,2013-02-15,109
655,2013-02-16,100
655,2013-02-17,112
655,2013-02-18,129
655,2013-02-19,150
655,2013-02-20,173
655,2013-02-21,192
655,2013-02-22,201
655,2013-02-23,193
655,2013-02-24,195
655,2013-02-25,196
655,2013-02-26,195
655,2013-02-27,200
655,2013-02-28,199
655,2013-03-01,194
655,2013-03-02,176
655,2013-03-03,162
655,2013-03-04,156
655,2013-03-05,151
655,2013-03-06,133
655,2013-03-07,127
655,2013-03-08,112
655,2013-03-09,105
655,2013-03-10,101
655,2013-03-11,84
655,2013-03-12,73
655,2013-03-13,70
655,2013-03-14,66
655,2013-03-15,61
655,2013-03-16,58
655,2013-03-17,54
655,2013-03-18,52
655,2013-03-19,48
655,2013-03-20,41
655,2013-03-21,35
655,2013-03-22,49
655,2013-03-23,66
655,2013-03-24,80
655,2013-03-25,89
655,2013-03-26,95
655,2013-03-27,113
655,2013-03-28,123
655,2013-03-29,135
655,2013-03-30,150
655,2013-03-31,155
655,2013-04-01,176
655,2013-04-02,187
655,2013-04-03,163
655,2013-04-04,151
655,2013-04-05,136
655,2013-04-06,122
655,2013-04-07,103
655,2013-04-08,83
655,2013-04-09,75
655,2013-04-10,55
655,2013-04-11,42
655,2013-04-12,25
655,2013-04-13,11
655,2013-04-14,0
655,2013-04-15,0
655,2013-04-16,0
655,2013-04-17,0
655,2013-04-18,0
655,2013-04-19,0
655,2013-04-20,0
655,2013-04-21,0
656,2012-12-01,24
656,2012-12-02,23
656,2012-12-03,20
656,2012-12-04,19
656,2012-12-05,35
656,2012-12-06,34
656,2012-12-07,30
656,2012-12-08,29
656,2012-12-09,23
656,2012-12-10,28
656,2012-12-11,44
656,2012-12-12,44
656,2012-12-13,43
656,2012-12-14,49
656,2012-12-15,51
656,2012-12-16,52
656,2012-12-17,51
656,2012-12-18,56
656,2012-12-19,56
656,2012-12-20,50
656,2012-12-21,49
656,2012-12-22,63
656,2012-12-23,72
656,2012-12-24,82
656,2012-12-25,97
656,2012-12-26,111
656,2012-12-27,129
656,2012-12-28,130
656,2012-12-29,128
656,2012-12-30,134
656,2012-12-31,128
656,2013-01-01,127
656,2013-01-02,142
656,2013-01-03,148
656,2013-01-04,163
656,2013-01-05,165
656,2013-01-06,176
656,2013-01-07,191
656,2013-01-08,195
656,2013-01-09,205
656,2013-01-10,219
656,2013-01-11,232
656,2013-01-12,242
656,2013-01-13,253
656,2013-01-14,262
656,2013-01-15,274
656,2013-01-16,284
656,2013-01-17,288
656,2013-01-18,296
656,2013-01-19,310
656,2013-01-20,321
656,2013-01-21,333
656,2013-01-22,328
656,2013-01-23,327
656,2013-01-24,328
656,2013-01-25,330
656,2013-01-26,330
656,2013-01-27,330
656,2013-01-28,331
656,2013-01-29,325
656,2013-01-30,325
656,2013-01-31,328
656,2013-02-01,315
656,2013-02-02,308
656,2013-02-03,291
656,2013-02-04,274
656,2013-02-05,261
656,2013-02-06,250
656,2013-02-07,243
656,2013-02-08,230
656,2013-02-09,212
656,2013-02-10,202
656,2013-02-11,184
656,2013-02-12,179
656,2013-02-13,163
656,2013-02-14,151
656,2013-02-15,130
656,2013-02-16,118
656,2013-02-17,142
656,2013-02-18,158
656,2013-02-19,180
656,2013-02-20,191
656,2013-02-21,210
656,2013-02-22,229
656,2013-02-23,219
656,2013-02-24,225
656,2013-02-25,217
656,2013-02-26,227
656,2013-02-27,218
656,2013-02-28,219
656,2013-03-01,221
656,2013-03-02,198
656,2013-03-03,191
656,2013-03-04,179
656,2013-03-05,171
656,2013-03-06,159
656,2013-03-07,150
656,2013-03-08,144
656,2013-03-09,130
656,2013-03-10,118
656,2013-03-11,107
656,2013-03-12,97
656,2013-03-13,93
656,2013-03-14,88
656,2013-03-15,83
656,2013-03-16,85
656,2013-03-17,83
656,2013-03-18,78
656,2013-03-19,77
656,2013-03-20,70
656,2013-03-21,65
656,2013-03-22,78
656,2013-03-23,91
656,2013-03-24,104
656,2013-03-25,110
656,2013-03-26,122
656,2013-03-27,137
656,2013-03-28,149
656,2013-03-29,160
656,2013-03-30,167
656,2013-03-31,180
656,2013-04-01,198
656,2013-04-02,212
656,2013-04-03,192
656,2013-04-04,176
656,2013-04-05,162
656,2013-04-06,147
656,2013-04-07,126
656,2013-04-08,113
656,2013-04-09,98
656,2013-04-10,79
656,2013-04-11,61
656,2013-04-12,47
656,2013-04-13,35
656,2013-04-14,15
656,2013-04-15,14
656,2013-04-16,13
656,2013-04-17,10
656,2013-04-18,8
656,2013-04-19,11
656,2013-04-20,5
656,2013-04-21,6
657,2012-12-01,34
657,2012-12-02,38
657,2012-12-03,40
657,2012-12-04,36
657,2012-12-05,52
657,2012-12-06,50
657,2012-12-07,50
657,2012-12-08,48
657,2012-12-09,42
657,2012-12-10,37
657,2012-12-11,60
657,2012-12-12,63
657,2012-12-13,58
657,2012-12-14,67
657,2012-12-15,66
657,2012-12-16,66
657,2012-12-17,69
657,2012-12-18,65
657,2012-12-19,70
657,2012-12-20,65
657,2012-12-21,63
657,2012-12-22,76
657,2012-12-23,82
657,2012-12-24,98
657,2012-12-25,114
657,2012-12-26,127
657,2012-12-27,147
657,2012-12-28,146
657,2012-12-29,145
657,2012-12-30,147
657,2012-12-31,148
657,2013-01-01,148
657,2013-01-02,157
657,2013-01-03,170
657,2013-01-04,170
657,2013-01-05,188
657,2013-01-06,195
657,2013-01-07,207
657,2013-01-08,215
657,2013-01-09,221
657,2013-01-10,234
657,2013-01-11,245
657,2013-01-12,258
657,2013-01-13,269
657,2013-01-14,274
657,2013-01-15,285
657,2013-01-16,297
657,2013-01-17,301
657,2013-01-18,312
657,2013-01-19,329
657,2013-01-20,332
657,2013-01-21,346
657,2013-01-22,348
657,2013-01-23,342
657,2013-01-24,347
657,2013-01-25,346
657,2013-01-26,347
657,2013-01-27,345
657,2013-01-28,345
657,2013-01-29,348
657,2013-01-30,347
657,2013-01-31,341
657,2013-02-01,335
657,2013-02-02,315
657,2013-02-03,305
657,2013-02-04,291
657,2013-02-05,279
657,2013-02-06,270
657,2013-02-07,250
657,2013-02-08,241
657,2013-02-09,225
657,2013-02-10,217
657,2013-02-11,200
657,2013-02-12,186
657,2013-02-13,175
657,2013-02-14,162
657,2013-02-15,154
657,2013-02-16,138
657,2013-02-17,150
657,2013-02-18,178
657,2013-02-19,195
657,2013-02-20,212
657,2013-02-21,230
657,2013-02-22,246
657,2013-02-23,240
657,2013-02-24,238
657,2013-02-25,236
657,2013-02-26,238
657,2013-02-27,235
657,2013-02-28,237
657,2013-03-01,237
657,2013-03-02,220
657,2013-03-03,201
657,2013-03-04,191
657,2013-03-05,185
657,2013-03-06,173
657,2013-03-07,164
657,2013-03-08,153
657,2013-03-09,149
657,2013-03-10,135
657,2013-03-11,116
657,2013-03-12,111
657,2013-03-13,109
657,2013-03-14,112
657,2013-03-15,100
657,2013-03-16,96
657,2013-03-17,97
657,2013-03-18,88
657,2013-03-19,85
657,2013-03-20,80
657,2013-03-21,82
657,2013-03-22,93
657,2013-03-23,105
657,2013-03-24,118
657,2013-03-25,128
657,2013-03-26,135
657,2013-03-27,149
657,2013-03-28,163
657,2013-03-29,179
657,2013-03-30,188
657,2013-03-31,198
657,2013-04-01,211
657,2013-04-02,223
657,2013-04-03,203
657,2013-04-04,196
657,2013-04-05,177
657,2013-04-06,159
657,2013-04-07,148
657,2013-04-08,125
657,2013-04-09,112
657,2013-04-10,98
657,2013-04-11,80
657,2013-04-12,59
657,2013-04-13,50
657,2013-04-14,31
657,2013-04-15,24
657,2013-04-16,29
657,2013-04-17,30
657,2013-04-18,26
657,2013-04-19,25
657,2013-04-20,29
657,2013-04-21,25
658,2012-12-01,63
658,2012-12-02,61
658,2012-12-03,60
658,2012-12-04,60
658,2012-12-05,74
658,2012-12-06,68
658,2012-12-07,75
658,2012-12-08,65
658,2012-12-09,66
658,2012-12-10,68
658,2012-12-11,84
658,2012-12-12,81
658,2012-12-13,85
658,2012-12-14,93
658,2012-12-15,95
658,2012-12-16,88
658,2012-12-17,90
658,2012-12-18,92
658,2012-12-19,96
658,2012-12-20,96
658,2012-12-21,95
658,2012-12-22,102
658,2012-12-23,113
658,2012-12-24,130
658,2012-12-25,135
658,2012-12-26,148
658,2012-12-27,166
658,2012-12-28,169
658,2012-12-29,166
658,2012-12-30,165
658,2012-12-31,174
658,2013-01-01,173
658,2013-01-02,176
658,2013-01-03,193
658,2013-01-04,203
658,2013-01-05,208
658,2013-01-06,215
658,2013-01-07,230
658,2013-01-08,238
658,2013-01-09,250
658,2013-01-10,258
658,2013-01-11,274
658,2013-01-12,284
658,2013-01-13,289
658,2013-01-14,296
658,2013-01-15,311
658,2013-01-16,321
658,2013-01-17,330
658,2013-01-18,340
658,2013-01-19,348
658,2013-01-20,356
658,2013-01-21,374
658,2013-01-22,368
658,2013-01-23,365
658,2013-01-24,365
658,2013-01-25,366
658,2013-01-26,366
658,2013-01-27,369
658,2013-01-28,372
658,2013-01-29,374
658,2013-01-30,368
658,2013-01-31,372
658,2013-02-01,358
658,2013-02-02,340
658,2013-02-03,332
658,2013-02-04,314
658,2013-02-05,305
658,2013-02-06,289
658,2013-02-07,281
658,2013-02-08,262
658,2013-02-09,251
658,2013-02-10,243
658,2013-02-11,224
658,2013-02-12,211
658,2013-02-13,204
658,2013-02-14,189
658,2013-02-15,177
658,2013-02-16,165
658,2013-02-17,183
658,2013-02-18,203
658,2013-02-19,216
658,2013-02-20,236
658,2013-02-21,254
658,2013-02-22,267
658,2013-02-23,267
658,2013-02-24,258
658,2013-02-25,264
658,2013-02-26,267
658,2013-02-27,262
658,2013-02-28,265
658,2013-03-01,262
658,2013-03-02,238
658,2013-03-03,228
658,2013-03-04,220
658,2013-03-05,209
658,2013-03-06,201
658,2013-03-07,192
658,2013-03-08,182
658,2013-03-09,170
658,2013-03-10,163
658,2013-03-11,147
658,2013-03-12,144
658,2013-03-13,131
658,2013-03-14,130
658,2013-03-15,124
658,2013-03-16,129
658,2013-03-17,118
658,2013-03-18,115
658,2013-03-19,112
658,2013-03-20,109
658,2013-03-21,106
658,2013-03-22,119
658,2013-03-23,132
658,2013-03-24,137
658,2013-03-25,150
658,2013-03-26,163
658,2013-03-27,172
658,2013-03-28,187
658,2013-03-29,198
658,2013-03-30,213
658,2013-03-31,220
658,2013-04-01,240
658,2013-04-02,244
658,2013-04-03,229
658,2013-04-04,221
658,2013-04-05,197
658,2013-04-06,183
658,2013-04-07,168
658,2013-04-08,157
658,2013-04-09,132
658,2013-04-10,119
658,2013-04-11,105
658,2013-04-12,85
658,2013-04-13,75
658,2013-04-14,59
658,2013-04-15,55
658,2013-04-16,48
658,2013-04-17,53
658,2013-04-18,46
658,2013-04-19,50
658,2013-04-20,51
658,2013-04-21,53
659,2012-12-01,28
659,2012-12-02,32
659,2012-12-03,25
659,2012-12-04,23
659,2012-12-05,41
659,2012-12-06,36
659,2012-12-07,40
659,2012-12-08,37
659,2012-12-09,35
659,2012-12-10,35
659,2012-12-11,49
659,2012-12-12,47
659,2012-12-13,50
659,2012-12-14,52
659,2012-12-15,59
659,2012-12-16,62
659,2012-12-17,54
659,2012-12-18,62
659,2012-12-19,64
659,2012-12-20,60
659,2012-12-21,55
659,2012-12-22,70
659,2012-12-23,71
659,2012-12-24,95
659,2012-12-25,107
659,2012-12-26,112
659,2012-12-27,137
659,2012-12-28,141
659,2012-12-29,141
659,2012-12-30,138
659,2012-12-31,132
659,2013-01-01,135
659,2013-01-02,147
659,2013-01-03,160
659,2013-01-04,162
659,2013-01-05,180
659,2013-01-06,191
659,2013-01-07,195
659,2013-01-08,207
659,2013-01-09,220
659,2013-01-10,222
659,2013-01-11,236
659,2013-01-12,251
659,2013-01-13,253
659,2013-01-14,265
659,2013-01-15,272
659,2013-01-16,290
659,2013-01-17,295
659,2013-01-18,307
659,2013-01-19,321
659,2013-01-20,324
659,2013-01-21,339
659,2013-01-22,336
659,2013-01-23,339
659,2013-01-24,335
659,2013-01-25,336
659,2013-01-26,334
659,2013-01-27,341
659,2013-01-28,334
659,2013-01-29,341
659,2013-01-30,339
659,2013-01-31,335
659,2013-02-01,326
659,2013-02-02,307
659,2013-02-03,293
659,2013-02-04,283
659,2013-02-05,275
659,2013-02-06,263
659,2013-02-07,246
659,2013-02-08,232
659,2013-02-09,225
659,2013-02-10,211
659,2013-02-11,197
659,2013-02-12,176
659,2013-02-13,165
659,2013-02-14,159
659,2013-02-15,141
659,2013-02-16,128
659,2013-02-17,152
659,2013-02-18,164
659,2013-02-19,179
659,2013-02-20,204
659,2013-02-21,216
659,2013-02-22,240
659,2013-02-23,224
659,2013-02-24,227
659,2013-02-25,225
659,2013-02-26,224
659,2013-02-27,230
659,2013-02-28,228
659,2013-03-01,234
659,2013-03-02,203
659,2013-03-03,193
659,2013-03-04,186
659,2013-03-05,180
659,2013-03-06,163
659,2013-03-07,155
659,2013-03-08,150
659,2013-03-09,133
659,2013-03-10,128
659,2013-03-11,109
659,2013-03-12,102
659,2013-03-13,107
659,2013-03-14,101
659,2013-03-15,96
659,2013-03-16,95
659,2013-03-17,90
659,2013-03-18,80
659,2013-03-19,79
659,2013-03-20,78
659,2013-03-21,66
659,2013-03-22,80
659,2013-03-23,92
659,2013-03-24,108
659,2013-03-25,119
659,2013-03-26,129
659,2013-03-27,145
659,2013-03-28,159
659,2013-03-29,166
659,2013-03-30,177
659,2013-03-31,187
659,2013-04-01,206
659,2013-04-02,212
659,2013-04-03,202
659,2013-04-04,187
659,2013-04-05,166
659,2013-04-06,149
659,2013-04-07,131
659,2013-04-08,121
659,2013-04-09,102
659,2013-04-10,87
659,2013-04-11,70
659,2013-04-12,51
659,2013-04-13,43
659,2013-04-14,21
659,2013-04-15,14
659,2013-04-16,18
659,2013-04-17,15
659,2013-04-18,14
659,2013-04-19,16
659,2013-04-20,17
659,2013-04-21,12
660,2012-12-01,41
660,2012-12-02,36
660,2012-12-03,41
660,2012-12-04,38
660,2012-12-05,48
660,2012-12-06,47
660,2012-12-07,45
660,2012-12-08,39
660,2012-12-09,37
660,2012-12-10,36
660,2012-12-11,63
660,2012-12-12,55
660,2012-12-13,59
660,2012-12-14,64
660,2012-12-15,72
660,2012-12-16,72
660,2012-12-17,65
660,2012-12-18,63
660,2012-12-19,66
660,2012-12-20,64
660,2012-12-21,66
660,2012-12-22,82
660,2012-12-23,86
660,2012-12-24,103
660,2012-12-25,111
660,2012-12-26,122
660,2012-12-27,142
660,2012-12-28,144
660,2012-12-29,149
660,2012-12-30,147
660,2012-12-31,141
660,2013-01-01,147
660,2013-01-02,159
660,2013-01-03,162
660,2013-01-04,177
660,2013-01-05,190
660,2013-01-06,190
660,2013-01-07,210
660,2013-01-08,216
660,2013-01-09,223
660,2013-01-10,237
660,2013-01-11,247
660,2013-01-12,255
660,2013-01-13,269
660,2013-01-14,276
660,2013-01-15,288
660,2013-01-16,290
660,2013-01-17,309
660,2013-01-18,316
660,2013-01-19,320
660,2013-01-20,337
660,2013-01-21,343
660,2013-01-22,345
660,2013-01-23,349
660,2013-01-24,349
660,2013-01-25,350
660,2013-01-26,349
660,2013-01-27,349
660,2013-01-28,346
660,2013-01-29,342
660,2013-01-30,345
660,2013-01-31,346
660,2013-02-01,328
660,2013-02-02,318
660,2013-02-03,308
660,2013-02-04,290
660,2013-02-05,282
660,2013-02-06,269
660,2013-02-07,253
660,2013-02-08,236
660,2013-02-09,227
660,2013-02-10,216
660,2013-02-11,204
660,2013-02-12,190
660,2013-02-13,171
660,2013-02-14,167
660,2013-02-15,152
660,2013-02-16,141
660,2013-02-17,158
660,2013-02-18,174
660,2013-02-19,191
660,2013-02-20,210
660,2013-02-21,222
660,2013-02-22,240
660,2013-02-23,234
660,2013-02-24,236
660,2013-02-25,236
660,2013-02-26,237
660,2013-02-27,233
660,2013-02-28,240
660,2013-03-01,232
660,2013-03-02,220
660,2013-03-03,205
660,2013-03-04,196
660,2013-03-05,182
660,2013-03-06,179
660,2013-03-07,166
660,2013-03-08,155
660,2013-03-09,143
660,2013-03-10,131
660,2013-03-11,115
660,2013-03-12,111
660,2013-03-13,109
660,2013-03-14,105
660,2013-03-15,102
660,2013-03-16,102
660,2013-03-17,98
660,2013-03-18,91
660,2013-03-19,87
660,2013-03-20,79
660,2013-03-21,76
660,2013-03-22,86
660,2013-03-23,107
660,2013-03-24,120
660,2013-03-25,126
660,2013-03-26,138
660,2013-03-27,148
660,2013-03-28,164
660,2013-03-29,170
660,2013-03-30,191
660,2013-03-31,194
660,2013-04-01,206
660,2013-04-02,227
660,2013-04-03,211
660,2013-04-04,190
660,2013-04-05,170
660,2013-04-06,157
660,2013-04-07,146
660,2013-04-08,127
660,2013-04-09,114
660,2013-04-10,96
660,2013-04-11,77
660,2013-04-12,66
660,2013-04-13,47
660,2013-04-14,29
660,2013-04-15,23
660,2013-04-16,27
660,2013-04-17,22
660,2013-04-18,21
660,2013-04-19,27
660,2013-04-20,25
660,2013-04-21,20
661,2012-12-01,54
661,2012-12-02,51
661,2012-12-03,54
661,2012-12-04,54
661,2012-12-05,59
661,2012-12-06,62
661,2012-12-07,64
661,2012-12-08,62
661,2012-12-09,54
661,2012-12-10,56
661,2012-12-11,73
661,2012-12-12,71
661,2012-12-13,71
661,2012-12-14,72
661,2012-12-15,85
661,2012-12-16,78
661,2012-12-17,77
661,2012-12-18,84
661,2012-12-19,81
661,2012-12-20,79
661,2012-12-21,77
661,2012-12-22,92
661,2012-12-23,93
661,2012-12-24,119
661,2012-12-25,123
661,2012-12-26,134
661,2012-12-27,162
661,2012-12-28,162
661,2012-12-29,156
661,2012-12-30,162
661,2012-12-31,156
661,2013-01-01,164
661,2013-01-02,172
661,2013-01-03,175
661,2013-01-04,188
661,2013-01-05,197
661,2013-01-06,214
661,2013-01-07,222
661,2013-01-08,230
661,2013-01-09,241
661,2013-01-10,252
661,2013-01-11,263
661,2013-01-12,272
661,2013-01-13,283
661,2013-01-14,293
661,2013-01-15,299
661,2013-01-16,307
661,2013-01-17,321
661,2013-01-18,328
661,2013-01-19,339
661,2013-01-20,350
661,2013-01-21,361
661,2013-01-22,354
661,2013-01-23,359
661,2013-01-24,356
661,2013-01-25,357
661,2013-01-26,359
661,2013-01-27,358
661,2013-01-28,359
661,2013-01-29,359
661,2013-01-30,358
661,2013-01-31,363
661,2013-02-01,343
661,2013-02-02,332
661,2013-02-03,320
661,2013-02-04,303
661,2013-02-05,294
661,2013-02-06,278
661,2013-02-07,269
661,2013-02-08,252
661,2013-02-09,240
661,2013-02-10,229
661,2013-02-11,216
661,2013-02-12,206
661,2013-02-13,194
661,2013-02-14,176
661,2013-02-15,165
661,2013-02-16,153
661,2013-02-17,166
661,2013-02-18,191
661,2013-02-19,210
661,2013-02-20,223
661,2013-02-21,244
661,2013-02-22,263
661,2013-02-23,251
661,2013-02-24,255
661,2013-02-25,255
661,2013-02-26,250
661,2013-02-27,248
661,2013-02-28,254
661,2013-03-01,247
661,2013-03-02,225
661,2013-03-03,223
661,2013-03-04,205
661,2013-03-05,204
661,2013-03-06,190
661,2013-03-07,183
661,2013-03-08,168
661,2013-03-09,157
661,2013-03-10,147
661,2013-03-11,134
661,2013-03-12,133
661,2013-03-13,122
661,2013-03-14,121
661,2013-03-15,117
661,2013-03-16,110
661,2013-03-17,111
661,2013-03-18,109
661,2013-03-19,104
661,2013-03-20,97
661,2013-03-21,90
661,2013-03-22,101
661,2013-03-23,119
661,2013-03-24,130
661,2013-03-25,138
661,2013-03-26,158
661,2013-03-27,160
661,2013-03-28,179
661,2013-03-29,191
661,2013-03-30,202
661,2013-03-31,209
661,2013-04-01,221
661,2013-04-02,236
661,2013-04-03,222
661,2013-04-04,201
661,2013-04-05,190
661,2013-04-06,169
661,2013-04-07,153
661,2013-04-08,144
661,2013-04-09,125
661,2013-04-10,112
661,2013-04-11,95
661,2013-04-12,74
661,2013-04-13,56
661,2013-04-14,40
661,2013-04-15,38
661,2013-04-16,39
661,2013-04-17,42
661,2013-04-18,37
661,2013-04-19,35
661,2013-04-20,42
661,2013-04-21,37
662,2012-12-01,31
662,2012-12-02,31
662,2012-12-03,25
662,2012-12-04,27
662,2012-12-05,42
662,2012-12-06,41
662,2012-12-07,42
662,2012-12-08,31
662,2012-12-09,27
662,2012-12-10,28
662,2012-12-11,55
662,2012-12-12,54
662,2012-12-13,51
662,2012-12-14,58
662,2012-12-15,56
662,2012-12-16,60
662,2012-12-17,55
662,2012-12-18,57
662,2012-12-19,64
